"","V1","V2"
"1"," 22.000000000000000"," -9.000000000000000"
"2"," 11.000000000000000"," -9.000000000000000"
"3"," 19.000000000000000"," -9.000000000000000"
"4"," 18.000000000000000"," -9.000000000000000"
"5"," 21.000000000000000"," -9.000000000000000"
"6"," 23.000000000000000"," -9.000000000000000"
"7"," 14.000000000000000"," -9.000000000000000"
"8"," 17.000000000000000"," -9.000000000000000"
"9"," 24.000000000000000"," -9.000000000000000"
"10"," 15.000000000000000"," -9.000000000000000"
"11"," 12.000000000000000"," -9.000000000000000"
"12"," 13.000000000000000"," -9.000000000000000"
"13"," 20.000000000000000"," -9.000000000000000"
"14"," 16.000000000000000"," -9.000000000000000"
"15"," 22.000000000000000","-10.000000000000000"
"16"," 31.000000000000000","-10.000000000000000"
"17"," 20.000000000000000","-10.000000000000000"
"18"," 11.000000000000000","-10.000000000000000"
"19"," 21.000000000000000","-10.000000000000000"
"20"," 29.000000000000000","-10.000000000000000"
"21"," 17.000000000000000","-10.000000000000000"
"22"," 19.000000000000000","-10.000000000000000"
"23"," 27.000000000000000","-10.000000000000000"
"24"," 28.000000000000000","-10.000000000000000"
"25"," 16.000000000000000","-10.000000000000000"
"26"," 24.000000000000000","-10.000000000000000"
"27"," 18.000000000000000","-10.000000000000000"
"28"," 26.000000000000000","-10.000000000000000"
"29","  8.000000000000000","-10.000000000000000"
"30","  9.000000000000000","-10.000000000000000"
"31"," 15.000000000000000","-10.000000000000000"
"32"," 10.000000000000000","-10.000000000000000"
"33","  7.000000000000000","-10.000000000000000"
"34","  6.000000000000000","-10.000000000000000"
"35"," 12.000000000000000","-10.000000000000000"
"36"," 14.000000000000000","-10.000000000000000"
"37"," 25.000000000000000","-10.000000000000000"
"38"," 23.000000000000000","-10.000000000000000"
"39"," 13.000000000000000","-10.000000000000000"
"40"," 22.000000000000000","-11.000000000000000"
"41"," 32.000000000000000","-11.000000000000000"
"42"," 21.000000000000000","-11.000000000000000"
"43"," 31.000000000000000","-11.000000000000000"
"44"," 27.000000000000000","-11.000000000000000"
"45"," 29.000000000000000","-11.000000000000000"
"46"," 28.000000000000000","-11.000000000000000"
"47","  6.000000000000000","-11.000000000000000"
"48"," 30.000000000000000","-11.000000000000000"
"49","  7.000000000000000","-11.000000000000000"
"50","  8.000000000000000","-11.000000000000000"
"51","  9.000000000000000","-11.000000000000000"
"52"," 16.000000000000000","-11.000000000000000"
"53"," 20.000000000000000","-11.000000000000000"
"54"," 18.000000000000000","-11.000000000000000"
"55"," 26.000000000000000","-11.000000000000000"
"56"," 10.000000000000000","-11.000000000000000"
"57"," 17.000000000000000","-11.000000000000000"
"58"," 19.000000000000000","-11.000000000000000"
"59"," 25.000000000000000","-11.000000000000000"
"60"," 24.000000000000000","-11.000000000000000"
"61"," 23.000000000000000","-11.000000000000000"
"62"," 15.000000000000000","-11.000000000000000"
"63"," 12.000000000000000","-11.000000000000000"
"64"," 13.000000000000000","-11.000000000000000"
"65"," 14.000000000000000","-11.000000000000000"
"66"," 31.000000000000000","-12.000000000000000"
"67"," 22.000000000000000","-12.000000000000000"
"68"," 27.000000000000000","-12.000000000000000"
"69"," 11.000000000000000","-12.000000000000000"
"70"," 18.000000000000000","-12.000000000000000"
"71"," 29.000000000000000","-12.000000000000000"
"72"," 20.000000000000000","-12.000000000000000"
"73"," 21.000000000000000","-12.000000000000000"
"74"," 28.000000000000000","-12.000000000000000"
"75"," 30.000000000000000","-12.000000000000000"
"76","  9.000000000000000","-12.000000000000000"
"77"," 25.000000000000000","-12.000000000000000"
"78"," 16.000000000000000","-12.000000000000000"
"79"," 26.000000000000000","-12.000000000000000"
"80"," 10.000000000000000","-12.000000000000000"
"81"," 19.000000000000000","-12.000000000000000"
"82"," 17.000000000000000","-12.000000000000000"
"83","  8.000000000000000","-12.000000000000000"
"84"," 12.000000000000000","-12.000000000000000"
"85","  6.000000000000000","-12.000000000000000"
"86"," 24.000000000000000","-12.000000000000000"
"87","  7.000000000000000","-12.000000000000000"
"88"," 14.000000000000000","-12.000000000000000"
"89"," 23.000000000000000","-12.000000000000000"
"90"," 15.000000000000000","-12.000000000000000"
"91"," 13.000000000000000","-12.000000000000000"
"92"," 22.000000000000000","-13.000000000000000"
"93"," 29.000000000000000","-13.000000000000000"
"94"," 30.000000000000000","-13.000000000000000"
"95"," 11.000000000000000","-13.000000000000000"
"96"," 31.000000000000000","-13.000000000000000"
"97"," 20.000000000000000","-13.000000000000000"
"98"," 21.000000000000000","-13.000000000000000"
"99"," 28.000000000000000","-13.000000000000000"
