"lon" "lat"
"1" -1.10173723769031 50.8611023686465
"2" -1.02492653091811 50.893150354193
"3" -1.02592273625089 50.9032073674746
"4" -1.52098382586504 50.9125623046527
"5" -1.18588494083453 50.9266918988753
"6" -1.16519591301648 50.9268244848137
"7" -0.874070283525207 51.0748232782454
"8" -0.86965965917547 51.2300843247933
"9" -0.862569104261718 51.2569446974991
"10" -0.892833251716799 51.2865071301083
"11" -1.67609887814973 50.7402191232581
"12" -1.00795126570762 50.8811946593353
"13" -0.996144663698601 50.8781272032948
"14" -1.31240257985061 50.9223292628358
"15" -1.06976670471031 50.9672591429146
"16" -0.911153852507647 51.0740236466984
"17" -0.863067452643085 51.2215826910364
"18" -0.889879965893769 51.2243068406251
"19" -0.900882280729383 51.2399998978832
"20" -0.887224723058496 51.2372516517089
"21" -0.825698676527245 51.2690669179012
"22" -0.849431685220714 51.2800657346707
"23" -0.867420451039945 51.2837437832326
"24" -0.765604752917351 51.2903850793714
"25" -1.1439905760769 51.3324284097694
"26" -1.14212531387084 51.3328924901853
"27" -1.07844876138257 51.3460904397218
"28" -0.946623794356342 50.8745469247481
"29" -0.990752973965559 50.8812774939649
"30" -0.996197320530078 50.885384974444
"31" -0.987788217295102 50.9172543497969
"32" -1.03364730518393 50.9623170457391
"33" -0.911624059984666 51.1847643338593
"34" -0.857253012940922 51.2669220758899
"35" -0.773496869024882 51.2792652274775
"36" -0.79886420160397 51.283086905325
"37" -0.791112532890203 51.2928286882599
"38" -1.08894948934948 51.2966860376327
"39" -0.82428035329825 51.2971522604459
"40" -0.774002756765411 51.2976725107885
"41" -1.20429980579604 51.3286501549909
"42" -1.19616929528219 50.804992842896
"43" -1.36400907099818 50.9713581269259
"44" -1.38513163384747 51.200244494247
"45" -0.780128763666734 51.2456325083256
"46" -0.785715405874167 51.252796641053
"47" -0.792879558219778 51.2784552430289
"48" -1.07446443906845 51.3080043051092
"49" -1.06784270581747 51.3131529398389
"50" -1.09340237952594 51.329826383418
"51" -1.11020222420167 51.3362064390933
"52" -0.983020915388796 50.849825377151
"53" -0.971237552652961 50.8705988656251
"54" -1.44034723128167 50.913734522736
"55" -1.51250778799232 50.9199876083094
"56" -1.51266258708497 50.9335123006336
"57" -1.36048406307725 50.9723742378129
"58" -1.35657612901252 50.9822440695554
"59" -1.3602387816776 51.0529557785499
"60" -0.867497162029216 51.2895188408971
"61" -0.743350846112061 51.2888653337486
"62" -1.12089071797008 51.3412902585345
"63" -1.1193403717935 51.3443606261677
"64" -1.13317324552348 51.3521206926187
"65" -1.28874870619835 50.8405527367876
"66" -1.28543412373161 50.84309995834
"67" -1.50724103263179 50.8999798799134
"68" -1.51727613294452 50.9188066194676
"69" -1.49588809656606 50.9182416894025
"70" -1.05391181962379 50.9199744017221
"71" -1.37335557230649 51.0764048404285
"72" -1.08348829559372 51.2769095905522
"73" -1.14355085639236 51.3331956708633
"74" -1.12836453099146 51.3426428118696
"75" -1.1153171041014 51.3503066892021
"76" -1.07426506177377 51.3591936613483
"77" -1.07240657016682 51.360286248793
"78" -1.1890801889917 50.8082929073473
"79" -1.08956634096162 50.8478959470312
"80" -1.44629959880705 50.8569755088674
"81" -0.991814449881242 50.851243575425
"82" -1.19676306660527 50.9376932685807
"83" -1.39379919666145 50.9582776505287
"84" -1.30595811343282 51.0678067225851
"85" -1.40655938208301 51.0810403252619
"86" -0.908720821228569 51.1290318633091
"87" -1.0695448030332 51.253787845463
"88" -1.14612832706147 50.8157520953202
"89" -1.26940596369972 50.8397329271571
"90" -1.25440774443111 50.8461025172424
"91" -1.25279852794469 50.8434890926913
"92" -1.27078707271724 50.868756641754
"93" -1.33500736531248 50.8821811120708
"94" -1.28061203051742 50.8922653878941
"95" -1.36320250100155 50.9159026669218
"96" -1.53127867021583 50.9275477199946
"97" -1.02579649520374 50.9253686616319
"98" -1.31932690594048 50.9527781233238
"99" -1.37077598559048 50.9639342284095
"100" -1.3693073211226 50.9669146515912
"101" -1.34838617722164 50.9756046690466
"102" -1.34127621348948 50.9766308286349
"103" -0.85188759016537 51.1112567209759
"104" -0.85086185774678 51.1888943954886
"105" -1.55836839408665 50.7631742459902
"106" -1.0863065538769 50.8095990365822
"107" -1.07601205407772 50.8103138970575
"108" -1.08949472433707 50.8229762587746
"109" -1.08978646811995 50.8342769356729
"110" -1.07491139763066 50.8387110496376
"111" -1.44167630018919 50.8532152671752
"112" -1.24571150033393 50.8640678166879
"113" -1.25930187409054 50.8808481656246
"114" -1.36147361070525 50.8895343669959
"115" -1.35999430402606 50.8968586485438
"116" -1.34098043175062 50.8961291717806
"117" -1.41793413312238 50.9236350389395
"118" -1.04814729390075 50.9235937558145
"119" -1.43719296357221 50.9306718573904
"120" -1.44185281386156 50.9302944112838
"121" -1.42371154655835 50.9298958996138
"122" -1.4569443345537 50.9358231817173
"123" -1.42534720260648 50.9386623288577
"124" -1.42602409741315 50.9391436556733
"125" -1.41480558777146 50.9455193987198
"126" -1.36357636360884 50.978687915192
"127" -1.36854981614152 50.979665489733
"128" -1.35344374535089 50.9815442249005
"129" -0.887658151956225 51.1019789480491
"130" -0.893411382667661 51.1089919172603
"131" -0.830290085727575 51.1171889509421
"132" -1.15617676244588 51.3528272810508
"133" -1.09587198350567 50.8189272042908
"134" -1.07279916708981 50.8158786169015
"135" -1.07039591106647 50.8249752307814
"136" -1.096497547948 50.8350601186195
"137" -1.09105356770221 50.8340794696175
"138" -1.07618453078345 50.8386045818532
"139" -1.12250258655036 50.8478049736185
"140" -1.385486878096 50.8945582297209
"141" -1.31054983790934 50.8980935883701
"142" -1.36087147242132 50.9049396681408
"143" -1.41884631840553 50.9093800534463
"144" -1.42045660833524 50.9208243493976
"145" -1.45882492610071 50.9227397169376
"146" -1.44689527677529 50.922596625075
"147" -1.41316960002453 50.9216298691865
"148" -1.33397749461509 50.9243790122255
"149" -1.43969390357042 50.9311857653954
"150" -1.44276683276505 50.9339853601379
"151" -1.43507239386142 50.9304849040916
"152" -1.43822239499422 50.9385007168055
"153" -1.45589123068837 50.947406462783
"154" -1.43211565150548 50.945537126982
"155" -1.39095431464998 50.944328437059
"156" -1.18750407384792 50.9425823631277
"157" -1.39614544037749 50.9508081224572
"158" -1.38698519700034 50.9476762990133
"159" -1.38256467736333 50.9509582168935
"160" -1.38107585242365 50.9560379348754
"161" -1.43058484681174 50.9666124472832
"162" -1.39974694997449 50.9670825796166
"163" -1.38466587193358 50.9683535486007
"164" -1.37555254961962 50.9690579543152
"165" -1.38782594772662 50.9708697946007
"166" -0.914205526902216 51.1836734172303
"167" -1.45778121973144 51.2265725206168
"168" -0.769574272419271 51.2431023862891
"169" -1.41224491306321 51.3538431706068
"170" -1.52557611496756 50.7558755066357
"171" -1.08064166043944 50.7975041598801
"172" -1.06664337779665 50.8105848990676
"173" -1.45260621794515 50.9097202053343
